"CD_MUN";"NM_MUN";"SIGLA_UF";"ID";"Mun.Celulas";"Media_PM25";"Desvio_Padrao_PM25";"Min_PM25";"Max_PM25";"Ano";"Mes"
"2610806";"Pedra";"PE";1588;763;7,78021037437969;0,151771300647436;7,30126810073853;8,0662670135498;2022;1
"2610905";"Pesqueira";"PE";1589;789;7,52059344314653;0,283880748489594;6,95579242706299;8,19844627380371;2022;1
"2611002";"Petrolândia";"PE";1590;855;7,83186608197396;0,403080593956692;7,09275531768799;9,10251426696777;2022;1
"2611101";"Petrolina";"PE";1591;3749;9,58369379203839;0,823309523212051;8,39311122894287;14,0623617172241;2022;1
"2611200";"Poção";"PE";1592;167;7,40803518695032;0,118600335970677;7,19606018066406;7,71145009994507;2022;1
"2611309";"Pombos";"PE";1593;196;7,86331130290518;0,179369913954299;7,52263498306274;8,35341930389404;2022;1
"2611408";"Primavera";"PE";1594;92;8,05480653825014;0,132885040402116;7,76954126358032;8,4079704284668;2022;1
"2611507";"Quipapá";"PE";1595;188;7,68985383561317;0,168569943958637;7,24043703079224;8,02948093414307;2022;1
"2611533";"Quixaba";"PE";1596;169;8,17689840892363;0,106903642562;7,97647380828857;8,46427154541016;2022;1
"2611606";"Recife";"PE";1597;176;13,5958759026094;2,88527549012981;8,14654541015625;18,5277709960938;2022;1
"2611705";"Riacho das Almas";"PE";1598;258;8,61520230862521;0,195973597053253;8,28279495239258;9,42009258270264;2022;1
"2611804";"Ribeirão";"PE";1599;236;8,01722985809132;0,292877811557329;7,19797325134277;8,59096240997314;2022;1
"2611903";"Rio Formoso";"PE";1600;184;7,00737389015115;0,245708420596687;6,55518436431885;8,05729579925537;2022;1
"2612000";"Sairé";"PE";1601;156;7,98860720487741;0,197136578675914;7,64531517028809;8,42248916625977;2022;1
"2612109";"Salgadinho";"PE";1602;71;8,104437431819;0,125866854867715;7,94981908798218;8,40335273742676;2022;1
"2612208";"Salgueiro";"PE";1603;1372;12,2447742025637;0,756581386552017;10,0865516662598;13,5602798461914;2022;1
"2612307";"Saloá";"PE";1604;206;7,47667265632778;0,221030076056478;7,23127031326294;8,12537670135498;2022;1
"2612406";"Sanharó";"PE";1605;220;7,71739337444305;0,174271871102472;7,32321739196777;8,12907314300537;2022;1
"2612455";"Santa Cruz";"PE";1606;1027;11,4146586290933;0,33018316710951;10,5916624069214;12,2583808898926;2022;1
"2612471";"Santa Cruz da Baixa Verde";"PE";1607;97;9,30128105399535;0,769427067791784;8,13369369506836;10,9967184066772;2022;1
"2612505";"Santa Cruz do Capibaribe";"PE";1608;272;8,82672023422578;0,268181570118308;8,28120994567871;9,55527496337891;2022;1
"2612554";"Santa Filomena";"PE";1609;827;10,568825111712;0,364013848941454;9,95984935760498;11,7160158157349;2022;1
"2612604";"Santa Maria da Boa Vista";"PE";1610;2468;10,6217273947099;0,456394205894505;9,48495292663574;11,7499208450317;2022;1
"2612703";"Santa Maria do Cambucá";"PE";1611;75;8,92490070343018;0,105412982423977;8,70690441131592;9,11651134490967;2022;1
"2612802";"Santa Terezinha";"PE";1612;164;7,5165040260408;0,193894249743;7,23010206222534;8,20587539672852;2022;1
"2612901";"São Benedito do Sul";"PE";1613;131;7,66789515691859;0,241032598667099;7,11431121826172;8,08713912963867;2022;1
"2613008";"São Bento do Una";"PE";1614;592;8,20278174248902;0,388617142280502;7,35448217391968;8,97421550750732;2022;1
"2613107";"São Caitano";"PE";1615;318;8,40177797671384;0,162626616432044;7,98163032531738;8,77470016479492;2022;1
"2613206";"São João";"PE";1616;212;8,2298295407925;0,489403618872906;7,49228668212891;9,32364559173584;2022;1
"2613305";"São Joaquim do Monte";"PE";1617;184;7,3970600185187;0,202598250488662;6,89148759841919;7,81291580200195;2022;1
"2613404";"São José da Coroa Grande";"PE";1618;58;6,26207505012381;0,783745808649144;3,23741865158081;7,60186910629272;2022;1
"2613503";"São José do Belmonte";"PE";1619;1206;11,4705067859163;0,330224314751803;10,7176752090454;12,6266632080078;2022;1
"2613602";"São José do Egito";"PE";1620;636;7,61776518746742;0,172562527928147;7,24425888061523;8,06471538543701;2022;1
"2613701";"São Lourenço da Mata";"PE";1621;221;8,99317871283622;2,02599172996425;7,36460638046265;16,3948383331299;2022;1
"2613800";"São Vicente Férrer";"PE";1622;92;8,40896381502566;0,148210518816121;8,1825532913208;8,74128723144531;2022;1
"2613909";"Serra Talhada";"PE";1623;2449;10,8782598975241;0,796653677029834;8,31753826141357;12,2216701507568;2022;1
"2614006";"Serrita";"PE";1624;1261;13,2302676109356;0,370659866004163;12,3179473876953;14,075421333313;2022;1
"2614105";"Sertânia";"PE";1625;1984;7,47970445526223;0,166079944885549;6,98881721496582;8,06186676025391;2022;1
"2614204";"Sirinhaém";"PE";1626;307;7,30722724187646;0,467991317111677;3,22610759735107;8,370041847229;2022;1
"2614303";"Moreilândia";"PE";1627;336;13,3058101080713;0,639982101291242;11,7506637573242;14,0809917449951;2022;1
"2614402";"Solidão";"PE";1628;112;7,79575822183064;0,133716147579367;7,61358404159546;8,1117057800293;2022;1
"2614501";"Surubim";"PE";1629;206;8,64243343501415;0,272145012900954;8,18489074707031;9,24121475219727;2022;1
"2614600";"Tabira";"PE";1630;321;7,61119090136709;0,239114190147768;7,23024320602417;8,14096355438232;2022;1
"2614709";"Tacaimbó";"PE";1631;186;8,64478052303355;0,128402606261274;8,36845684051514;8,93528079986572;2022;1
"2614808";"Tacaratu";"PE";1632;1034;8,62075230554179;0,482810752143744;7,58475351333618;9,56106948852539;2022;1
"2614857";"Tamandaré";"PE";1633;176;6,45091734555635;0,63946751525367;2,55980610847473;7,64700031280518;2022;1
"2615003";"Taquaritinga do Norte";"PE";1634;394;8,7852848217572;0,243350931929857;8,07549571990967;9,23835277557373;2022;1
"2615102";"Terezinha";"PE";1635;123;7,33247006036402;0,087598432851083;7,16521453857422;7,54953002929688;2022;1
"2615201";"Terra Nova";"PE";1636;265;13,0623427157132;0,338565681358856;12,4762744903564;13,9564085006714;2022;1
"2615300";"Timbaúba";"PE";1637;236;8,02152506779816;0,237276661938659;7,41008567810059;8,4622049331665;2022;1
"2615409";"Toritama";"PE";1638;20;8,79264988899231;0,103938480072823;8,62114906311035;9,01246452331543;2022;1
"2615508";"Tracunhaém";"PE";1639;117;8,04705343083439;0,637833335186194;7,44294261932373;10,4554004669189;2022;1
"2615607";"Trindade";"PE";1640;239;11,5460629163926;0,125684437909396;11,163987159729;11,7673149108887;2022;1
"2615706";"Triunfo";"PE";1641;160;8,8569882452488;0,951537084999508;7,52603483200073;10,6025609970093;2022;1
"2615805";"Tupanatinga";"PE";1642;766;7,3005696096246;0,472012179452891;6,43927526473999;8,19676685333252;2022;1
"2615904";"Tuparetama";"PE";1643;160;7,69449208974838;0,254370152578002;7,11371517181396;8,00096416473389;2022;1
"2616001";"Venturosa";"PE";1644;274;7,77853271909004;0,137996977531828;7,43662977218628;8,02328777313232;2022;1
"2616100";"Verdejante";"PE";1645;390;12,0346058111924;0,567155691460834;10,8848466873169;13,2123403549194;2022;1
"2616183";"Vertente do Lério";"PE";1646;59;8,72166568950071;0,099605568569946;8,56947040557861;8,90700912475586;2022;1
"2616209";"Vertentes";"PE";1647;163;8,48553336909944;0,244750985708238;8,02981185913086;9,05402755737305;2022;1
"2616308";"Vicência";"PE";1648;188;8,08234187643579;0,225312054015615;7,65231037139893;8,61971855163574;2022;1
"2616407";"Vitória de Santo Antão";"PE";1649;275;8,23354022806341;0,570811084077072;7,67542934417725;9,87145137786865;2022;1
"2616506";"Xexéu";"PE";1650;93;7,4446881868506;0,128981892288695;7,22979259490967;7,90618848800659;2022;1
