"Cod","ano","PM25_Anual"
"2608750",2023,4.47460090008342
"2608800",2022,9.91618184191595
"2608800",2023,7.78599078979926
"2608909",2022,13.0576254089551
"2608909",2023,8.96324214994776
"2609006",2022,13.0576254089551
"2609006",2023,8.87813982001985
"2609105",2022,13.0576254089551
"2609105",2023,9.43340136881283
"2609154",2022,7.16746751678452
"2609154",2023,6.07191336944122
"2609204",2022,11.9151632322181
"2609204",2023,8.81855304153546
"2609303",2022,7.88730095445918
"2609303",2023,6.08658215084867
"2609402",2022,9.2198098763465
"2609402",2023,8.15086409708337
"2609501",2022,10.9702443063347
"2609501",2023,8.29880749418791
"2609600",2022,8.90287564480848
"2609600",2023,8.29880749418791
"2609709",2022,13.0576254089551
"2609709",2023,9.8320390156212
"2609808",2022,7.07450726728569
"2609808",2023,4.92838877539222
"2609907",2022,9.30228465327347
"2609907",2023,6.5409029901071
"2610004",2022,13.3949232765661
"2610004",2023,8.61628963123456
"2610103",2022,10.0768790644648
"2610103",2023,7.55264442259156
"2610202",2022,11.2742966930493
"2610202",2023,8.81855304153546
"2610301",2022,9.45435425855304
"2610301",2023,7.59897947163301
"2610400",2022,8.39607480136155
"2610400",2023,6.54983272870936
"2610509",2022,13.1140156099725
"2610509",2023,9.74380499809813
"2610608",2022,9.9682872139219
"2610608",2023,8.29880749418791
"2610707",2022,8.90001496556628
"2610707",2023,8.29880749418791
"2610806",2022,7.74358121711232
"2610806",2023,6.90447351925047
"2610905",2022,8.92557349090232
"2610905",2023,7.62494840895388
"2611002",2022,6.82204510106199
"2611002",2023,5.45893911594896
"2611101",2022,6.28191698511642
"2611101",2023,4.31599726453488
"2611200",2022,8.9033245389719
"2611200",2023,7.48968199880771
"2611309",2022,13.3364216002603
"2611309",2023,8.45866278997329
"2611408",2022,13.0134299583854
"2611408",2023,7.40473936733292
"2611507",2022,10.4393882691817
"2611507",2023,8.75148869012837
"2611533",2022,7.87908647820636
"2611533",2023,6.06228866928395
"2611606",2022,8.90512434795538
"2611606",2023,8.29880749418791
"2611705",2022,12.959194634808
"2611705",2023,9.77897625386565
"2611804",2022,13.3031168348277
"2611804",2023,7.32410879755879
"2611903",2022,10.1697431394018
"2611903",2023,7.02460872403871
"2612000",2022,13.5300619734597
"2612000",2023,9.02118754385413
"2612109",2022,13.0716315100693
"2612109",2023,9.92887867475336
"2612208",2022,8.66536744006511
"2612208",2023,6.35268917243203
"2612307",2022,9.29957180228482
"2612307",2023,7.57135871209542
"2612406",2022,9.82654031361218
"2612406",2023,7.6247990433621
"2612455",2022,6.91169216209917
"2612455",2023,5.60305706249377
"2612471",2022,8.36678559178549
"2612471",2023,6.06386558611303
"2612505",2022,10.0459387270106
"2612505",2023,8.72032360605608
"2612554",2022,7.08070721214897
"2612554",2023,5.92207576048657
"2612604",2022,6.56437496172475
"2612604",2023,4.87797094625298
"2612703",2022,12.5074719717683
"2612703",2023,9.95330625429613
"2612802",2022,9.15217552317625
"2612802",2023,8.48375061901021
"2612901",2022,10.8530400042555
"2612901",2023,8.79480316980184
"2613008",2022,9.91609038077619
"2613008",2023,7.64443517036515
"2613107",2022,9.93871627008724
"2613107",2023,8.68367045978795
"2613206",2022,10.0233132027034
"2613206",2023,7.64564644911404
"2613305",2022,13.4950548412229
"2613305",2023,8.81855304153546
"2613404",2022,9.03996605207874
"2613404",2023,6.96602644094336
"2613503",2022,9.12809394410104
"2613503",2023,6.21177575499216
"2613602",2022,8.37551234454168
"2613602",2023,7.64278664847346
"2613701",2022,8.9040429496876
"2613701",2023,8.29880749418791
"2613800",2022,13.0576254089551
"2613800",2023,9.12008976155458
"2613909",2022,8.65423741449966
"2613909",2023,6.07811606752564
"2614006",2022,9.73989148396076
"2614006",2023,6.59905373583079
"2614105",2022,7.89294658616163
"2614105",2023,5.95641642051249
"2614204",2022,9.48910146468333
"2614204",2023,7.02460872403871
"2614303",2022,9.78149377861613
"2614303",2023,6.75735307421549
"2614402",2022,7.87908647820636
"2614402",2023,6.41138153263
"2614501",2022,13.0576254089551
"2614501",2023,9.95330625429613
"2614600",2022,7.90135714158606
"2614600",2023,6.46568682546281
"2614709",2022,9.91609038077619
"2614709",2023,7.89653074432122
"2614808",2022,6.94427271728609
"2614808",2023,5.53885987971122
"2614857",2022,9.29019675304557
"2614857",2023,7.02460872403871
"2615003",2022,10.783959926413
"2615003",2023,9.93464704884469
"2615102",2022,9.71215428659974
"2615102",2023,7.52977789753057
"2615201",2022,7.29923583117696
"2615201",2023,5.81934442561729
"2615300",2022,12.1325369884389
"2615300",2023,8.29312404040709
"2615409",2022,10.6610170408304
"2615409",2023,9.88611223971518
"2615508",2022,10.9809657897137
"2615508",2023,8.29880749418791
"2615607",2022,9.21068673704336
"2615607",2023,6.5409029901071
"2615706",2022,8.1552489757133
"2615706",2023,6.06386558611303
"2615805",2022,7.78243081971281
"2615805",2023,6.15201251593963
"2615904",2022,7.99782543927125
"2615904",2023,6.31572086905552
"2616001",2022,7.75705984136517
"2616001",2023,7.27132950679656
"2616100",2022,9.595935506938
"2616100",2023,6.21177575499216
"2616183",2022,12.7730351896364
"2616183",2023,9.95330625429613
"2616209",2022,11.4020394442531
"2616209",2023,9.95330625429613
"2616308",2022,12.2198206343817
"2616308",2023,8.34279228476621
"2616407",2022,12.1215960329529
"2616407",2023,8.17638589566235
"2616506",2022,11.5234330384366
"2616506",2023,8.77008371286581
