"Cod","ano","month","pm2.5Mensal"
2600054,2022,1,8.60593721558971
2600054,2022,2,16.3885762521199
2600054,2022,3,10.229261444461
2600054,2022,4,9.57553334236145
2600054,2022,5,10.4694972192088
2600054,2022,6,6.95823092460633
2600054,2022,7,8.39797202233346
2600054,2022,8,7.20707207341348
2600054,2022,9,6.63909578323364
2600054,2022,10,7.41934008752146
2600054,2022,11,7.18794882297516
2600054,2022,12,7.71605308850606
2600054,2023,1,8.92339434190323
2600054,2023,2,9.46991556017857
2600054,2023,3,9.50727585787097
2600054,2023,4,9.4093352947
2600054,2023,5,8.42337233012903
2600054,2023,6,7.58735721903333
2600054,2023,7,9.45084704119355
2600054,2023,8,7.19349839606452
2600054,2023,9,7.38610749213333
2600054,2023,10,7.58830428854839
2600054,2023,11,7.54322001133333
2600054,2023,12,7.10306209716667
2600104,2022,1,8.77422175868865
2600104,2022,2,14.2136658770697
2600104,2022,3,10.862001849759
2600104,2022,4,9.80426335334778
2600104,2022,5,8.20936907491377
2600104,2022,6,5.8496565024058
2600104,2022,7,4.87379747052347
2600104,2022,8,4.07157740669866
2600104,2022,9,4.48172311782837
2600104,2022,10,6.35035083370824
2600104,2022,11,8.11793601512909
2600104,2022,12,8.94047447840372
2600104,2023,1,7.16514069577419
2600104,2023,2,7.32770830028571
2600104,2023,3,7.3774664503871
2600104,2023,4,7.69253736153333
2600104,2023,5,6.47573640793548
2600104,2023,6,4.78360691536667
2600104,2023,7,4.84820458329032
2600104,2023,8,3.94320395987097
2600104,2023,9,4.63562678353333
2600104,2023,10,5.31614857732258
2600104,2023,11,6.195008136
2600104,2023,12,6.13773189786667
2600203,2022,1,9.91334657182396
2600203,2022,2,13.1983184367767
2600203,2022,3,9.46660322096536
2600203,2022,4,7.69885241157587
2600203,2022,5,5.58527778337688
2600203,2022,6,3.26025910543614
2600203,2022,7,2.85707843575174
2600203,2022,8,2.55004873799622
2600203,2022,9,3.60996046061073
2600203,2022,10,6.66981448793083
2600203,2022,11,8.20136067139429
2600203,2022,12,7.2061538814847
2600203,2023,1,6.40976488587097
2600203,2023,2,5.66199206867857
2600203,2023,3,5.72203867658065
2600203,2023,4,5.5861981154
2600203,2023,5,4.85366190632258
2600203,2023,6,3.08596392473333
2600203,2023,7,2.46386236148387
2600203,2023,8,2.52185864219355
2600203,2023,9,5.1855208394
2600203,2023,10,4.86110737622581
2600203,2023,11,6.71716478313333
2600203,2023,12,4.47891969683333
2600302,2022,1,12.3115498855086
2600302,2022,2,18.5535733780201
2600302,2022,3,14.3265407592635
2600302,2022,4,14.5627534633791
2600302,2022,5,13.4506117975066
2600302,2022,6,11.5027813506298
2600302,2022,7,9.64663829768119
2600302,2022,8,8.95803089971135
2600302,2022,9,9.25645318637528
2600302,2022,10,9.43568840904968
2600302,2022,11,11.1328567696377
2600302,2022,12,11.4370981241746
2600302,2023,1,9.6757784806129
2600302,2023,2,9.93175159178571
2600302,2023,3,10.0129799234194
2600302,2023,4,11.1211726507333
2600302,2023,5,9.90031823848387
2600302,2023,6,8.134213797
2600302,2023,7,9.08405980780645
2600302,2023,8,7.34515091677419
2600302,2023,9,7.2767767192
2600302,2023,10,7.59477007770968
2600302,2023,11,7.87829866443333
2600302,2023,12,7.86736563046667
2600401,2022,1,13.2695498784088
2600401,2022,2,19.6160703692301
2600401,2022,3,15.1418938251225
2600401,2022,4,15.6426125950858
2600401,2022,5,14.5723208213031
2600401,2022,6,12.7725921235535
2600401,2022,7,10.6292060662046
2600401,2022,8,9.88265370755355
2600401,2022,9,10.3751691443042
2600401,2022,10,10.2025916611045
2600401,2022,11,12.2972861599074
2600401,2022,12,12.4382060639825
2600401,2023,1,9.03853141287097
2600401,2023,2,9.35843950696429
2600401,2023,3,9.28273396677419
2600401,2023,4,10.0018005339667
2600401,2023,5,8.86755800816129
2600401,2023,6,7.62674687913333
2600401,2023,7,8.78879626493548
2600401,2023,8,6.93664945903226
2600401,2023,9,7.05376227623333
2600401,2023,10,7.27794343241936
2600401,2023,11,7.3841878568
2600401,2023,12,7.2781332491
2600500,2022,1,8.8877660920543
2600500,2022,2,13.3254936763218
2600500,2022,3,10.9705262799417
2600500,2022,4,9.58195565541585
2600500,2022,5,9.26449386535152
2600500,2022,6,7.285764280955
2600500,2022,7,6.7741696757655
2600500,2022,8,6.08907948001738
2600500,2022,9,5.82643766403198
2600500,2022,10,6.72301497767049
2600500,2022,11,7.05950437386831
2600500,2022,12,7.87438556353251
2600500,2023,1,7.08379921558064
2600500,2023,2,7.74923463607143
2600500,2023,3,7.87956725709677
2600500,2023,4,8.231023261
2600500,2023,5,7.33098622067742
2600500,2023,6,6.17095510336667
2600500,2023,7,6.15748309251613
2600500,2023,8,4.93681555764516
2600500,2023,9,5.0911196306
2600500,2023,10,5.39002905629032
2600500,2023,11,6.17773440356667
2600500,2023,12,5.9464731341
2600609,2022,1,8.95423346211001
2600609,2022,2,14.3227858878807
2600609,2022,3,10.881758012871
2600609,2022,4,10.102278961896
2600609,2022,5,9.23195931560237
2600609,2022,6,7.08420316822032
2600609,2022,7,6.3887319520834
2600609,2022,8,5.65907304572341
2600609,2022,9,5.37266457863467
2600609,2022,10,6.54457628460835
2600609,2022,11,7.2571095441602
2600609,2022,12,7.96093887618485
2600609,2023,1,8.41004599877419
2600609,2023,2,8.92326583589286
2600609,2023,3,9.00057735929032
2600609,2023,4,9.62300294473333
2600609,2023,5,8.78438207606452
2600609,2023,6,7.10603332006667
2600609,2023,7,7.50830413167742
2600609,2023,8,6.06231622958065
2600609,2023,9,6.06105057373333
2600609,2023,10,6.37915642925806
2600609,2023,11,6.87364657496667
2600609,2023,12,6.9513592728
2600708,2022,1,11.01090378956
2600708,2022,2,18.1421091842436
2600708,2022,3,12.5899257586097
2600708,2022,4,12.487740667323
2600708,2022,5,12.4149269594455
2600708,2022,6,9.66354974732088
2600708,2022,7,9.38173400963684
2600708,2022,8,8.52680275551602
2600708,2022,9,8.33409786646394
2600708,2022,10,8.62654972039288
2600708,2022,11,9.30437710503965
2600708,2022,12,10.0845604353116
2600708,2023,1,8.89727807480645
2600708,2023,2,9.48557240964286
2600708,2023,3,9.45726596622581
2600708,2023,4,9.34353340706667
2600708,2023,5,8.38586492419355
2600708,2023,6,7.55207339836667
2600708,2023,7,9.49902321358065
2600708,2023,8,7.19172027316129
2600708,2023,9,7.4173145775
2600708,2023,10,7.61086429019355
2600708,2023,11,7.5381958551
2600708,2023,12,7.09347316836667
2600807,2022,1,10.9375028388149
2600807,2022,2,17.0294002697514
2600807,2022,3,13.0385708400376
2600807,2022,4,12.9251894018855
2600807,2022,5,11.9204443699516
2600807,2022,6,9.74730039290039
2600807,2022,7,8.42477344891432
2600807,2022,8,7.7332592954372
2600807,2022,9,7.78680231449348
2600807,2022,10,8.35934839179478
2600807,2022,11,9.58772737358457
2600807,2022,12,10.0728652178057
2600807,2023,1,9.63869681554839
2600807,2023,2,9.90224471685714
2600807,2023,3,9.98336409054839
2600807,2023,4,11.0773112861333
2600807,2023,5,9.86768614216129
2600807,2023,6,8.10414610466667
2600807,2023,7,9.03792933654839
2600807,2023,8,7.307597237
2600807,2023,9,7.2411713325
2600807,2023,10,7.55916200558064
2600807,2023,11,7.8488614719
2600807,2023,12,7.84053965613333
2600906,2022,1,13.7481772053626
2600906,2022,2,20.1471641744886
2600906,2022,3,15.6731706127044
2600906,2022,4,16.2748995463053
2600906,2022,5,15.0504699214812
2600906,2022,6,13.3382147947947
2600906,2022,7,10.9241523588857
2600906,2022,8,10.2385841031228
2600906,2022,9,10.79303855896
2600906,2022,10,10.5610497843835
2600906,2022,11,12.748358297348
2600906,2022,12,12.8634643236796
2600906,2023,1,8.58143550864516
2600906,2023,2,8.95522308703571
2600906,2023,3,8.7798638846129
2600906,2023,4,9.1787239609
2600906,2023,5,8.11439104558064
2600906,2023,6,7.26579046456667
2600906,2023,7,8.60911264374194
2600906,2023,8,6.65957583693548
2600906,2023,9,6.91083201
2600906,2023,10,7.06725186525806
2600906,2023,11,7.04376537136667
2600906,2023,12,6.8535737702
2601003,2022,1,10.2529980598219
2601003,2022,2,15.8280114240389
2601003,2022,3,12.3981019539091
2601003,2022,4,11.8681484532743
2601003,2022,5,11.2900519481824
2601003,2022,6,9.07606849497604
2601003,2022,7,8.28320304718494
2601003,2022,8,7.49875016610162
2601003,2022,9,7.60332071570551
2601003,2022,10,8.13617258321353
2601003,2022,11,8.6679614105419
2601003,2022,12,9.44507299032963
2601003,2023,1,8.56557758687097
2601003,2023,2,9.02858615339286
2601003,2023,3,9.0833485516129
2601003,2023,4,9.8412015765
2601003,2023,5,8.86177509903226
2601003,2023,6,7.3009061952
2601003,2023,7,7.84386041329032
2601003,2023,8,6.29371968329032
2601003,2023,9,6.30560951286667
2601003,2023,10,6.60573281225806
2601003,2023,11,7.06976983833333
2601003,2023,12,7.11322822016667
2601052,2022,1,8.7567049243527
2601052,2022,2,16.4985054899223
2601052,2022,3,10.3772518380302
2601052,2022,4,9.75810004851837
2601052,2022,5,10.5914564961773
2601052,2022,6,7.12782776008363
2601052,2022,7,8.45964420622123
2601052,2022,8,7.2898061842649
2601052,2022,9,6.74535571349756
2601052,2022,10,7.49502023722274
2601052,2022,11,7.32062802371818
2601052,2022,12,7.86453516294781
2601052,2023,1,8.92339434190323
2601052,2023,2,9.46991556017857
2601052,2023,3,9.50727585787097
2601052,2023,4,9.4093352947
2601052,2023,5,8.42337233012903
2601052,2023,6,7.58735721903333
2601052,2023,7,9.45084704119355
2601052,2023,8,7.19349839606452
2601052,2023,9,7.38610749213333
2601052,2023,10,7.58830428854839
2601052,2023,11,7.54322001133333
2601052,2023,12,7.10306209716667
2601102,2022,1,10.685956407744
2601102,2022,2,15.4764639511366
2601102,2022,3,10.8566324643392
2601102,2022,4,9.49286473429862
2601102,2022,5,6.59920168273329
2601102,2022,6,3.79891234566081
2601102,2022,7,3.02443896468362
2601102,2022,8,2.66494746340904
2601102,2022,9,4.02302418200035
2601102,2022,10,11.4357883592262
2601102,2022,11,13.5867606499236
2601102,2022,12,9.78894255455274
2601102,2023,1,8.03180249009677
2601102,2023,2,7.22466591010714
2601102,2023,3,7.30629870354839
2601102,2023,4,7.42599390843333
2601102,2023,5,5.8329223183871
2601102,2023,6,3.2869579821
2601102,2023,7,2.89582957958065
2601102,2023,8,2.90137307325806
2601102,2023,9,6.12509174633333
2601102,2023,10,10.8276343625161
2601102,2023,11,10.5039486249667
2601102,2023,12,7.30093498336667
2601201,2022,1,8.49526145381312
2601201,2022,2,13.6335487195424
2601201,2022,3,10.3456742532792
2601201,2022,4,9.39200612703959
2601201,2022,5,8.55024077815395
2601201,2022,6,6.45186336835225
2601201,2022,7,5.88374365529706
2601201,2022,8,5.14104470899028
2601201,2022,9,4.77763936519623
2601201,2022,10,6.09218703546832
2601201,2022,11,6.70529410839081
2601201,2022,12,7.45447103182475
2601201,2023,1,7.31646802077419
